Trait	nSNP	overall_p	mscomp	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Population	FDR.overall	sig.overall
ph569_PanUKBB_PanUKBBR2_1	1661	0.122083888584872	PC10 (4e-03)	PanUKBB	2022	PanUKBBR2	ph569	Other disorders of intestine (UKBB)	OTH	401206	21236	422442	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.579141752460467	N
ph571.51_PanUKBB_PanUKBBR2_1	1661	0.386329412068841	PC11 (6e-02)	PanUKBB	2022	PanUKBBR2	ph571.51	Cirrhosis of liver without mention of alcohol (UKBB)	OTH	408402	151	408553	European (EUR)	0.815714359290842	N
ph571.5_PanUKBB_PanUKBBR2_1	1661	0.0042258541076602	PC13 (1e-03)	PanUKBB	2022	PanUKBBR2	ph571.5	Other chronic nonalcoholic liver disease (UKBB)	OTH	417007	2506	419513	Trans-ethnic (CSA,EUR)	0.103218734374338	N
ph571.6_PanUKBB_PanUKBBR2_1	1657	0.236636991111164	PC3 (2e-02)	PanUKBB	2022	PanUKBBR2	ph571.6	Primary biliary cirrhosis (UKBB)	IMD	408402	314	408716	European (EUR)	0.462500684885333	N
ph571.81_PanUKBB_PanUKBBR2_1	1661	0.811714384752836	PC5 (6e-02)	PanUKBB	2022	PanUKBBR2	ph571.81	Portal hypertension (UKBB)	OTH	408402	725	409127	European (EUR)	0.934316318217193	N
ph571.8_PanUKBB_PanUKBBR2_1	1661	0.658510048210198	PC2 (3e-02)	PanUKBB	2022	PanUKBBR2	ph571.8	Liver abscess and sequelae of chronic liver disease (UKBB)	OTH	408402	1385	409787	European (EUR)	0.887884900981967	N
ph571_PanUKBB_PanUKBBR2_1	1661	0.0151541512082042	PC13 (5e-03)	PanUKBB	2022	PanUKBBR2	ph571	Chronic liver disease and cirrhosis (UKBB)	OTH	423435	4053	427488	Trans-ethnic (AFR,CSA,EUR)	0.203740043495603	N
ph572_PanUKBB_PanUKBBR2_1	1661	0.00752084495814527	PC3 (4e-03)	PanUKBB	2022	PanUKBBR2	ph572	Ascites (non malignant) (UKBB)	OTH	408402	2039	410441	European (EUR)	0.144972388576831	N
ph573.2_PanUKBB_PanUKBBR2_1	1661	0.949749176701646	PC5 (2e-01)	PanUKBB	2022	PanUKBBR2	ph573.2	Liver replaced by transplant (UKBB)	OTH	408402	118	408520	European (EUR)	0.975234396112245	N
ph573.3_PanUKBB_PanUKBBR2_1	1661	0.503363770629064	PC11 (3e-02)	PanUKBB	2022	PanUKBBR2	ph573.3	Hepatomegaly (UKBB)	OTH	408402	818	409220	European (EUR)	0.852349775750358	N
ph573.5_PanUKBB_PanUKBBR2_1	1661	0.295093587809583	PC5 (8e-02)	PanUKBB	2022	PanUKBBR2	ph573.5	Jaundice (not of newborn) (UKBB)	OTH	408402	1104	409506	European (EUR)	0.776672599667033	N
ph573.7_PanUKBB_PanUKBBR2_1	1661	0.404861580268394	PC7 (6e-02)	PanUKBB	2022	PanUKBBR2	ph573.7	Abnormal results of function study of liver (UKBB)	OTH	423435	4814	428249	Trans-ethnic (AFR,CSA,EUR)	0.824551374400804	N
ph573.9_PanUKBB_PanUKBBR2_1	1661	0.45701681654947	PC11 (6e-02)	PanUKBB	2022	PanUKBBR2	ph573.9	Abnormal serum enzyme levels (UKBB)	OTH	408402	318	408720	European (EUR)	0.84758530759094	N
ph573_PanUKBB_PanUKBBR2_1	1661	0.162890419183497	PC13 (4e-03)	PanUKBB	2022	PanUKBBR2	ph573	Other disorders of liver (UKBB)	OTH	423435	5046	428481	Trans-ethnic (AFR,CSA,EUR)	0.64242320024802	N
ph574.11_PanUKBB_PanUKBBR2_1	1661	0.140043750543654	PC6 (5e-04)	PanUKBB	2022	PanUKBBR2	ph574.11	Cholelithiasis with acute cholecystitis (UKBB)	OTH	399542	1924	401466	European (EUR)	0.618661132665401	N
ph574.12_PanUKBB_PanUKBBR2_1	1661	0.0817467262228133	PC5 (1e-02)	PanUKBB	2022	PanUKBBR2	ph574.12	Cholelithiasis with other cholecystitis (UKBB)	OTH	408083	6656	414739	Trans-ethnic (CSA,EUR)	0.483738359297885	N
ph574.1_PanUKBB_PanUKBBR2_1	1661	0.132293637159318	PC10 (2e-03)	PanUKBB	2022	PanUKBBR2	ph574.1	Cholelithiasis (UKBB)	OTH	417176	17721	434897	Trans-ethnic (CSA,EAS,EUR)	0.60848102712872	N
ph574.2_PanUKBB_PanUKBBR2_1	1661	0.786549648296611	PC5 (1e-01)	PanUKBB	2022	PanUKBBR2	ph574.2	Calculus of bile duct (UKBB)	OTH	399542	2917	402459	European (EUR)	0.932231638093026	N
ph574.3_PanUKBB_PanUKBBR2_1	1661	0.84804452978565	PC10 (4e-02)	PanUKBB	2022	PanUKBBR2	ph574.3	Cholecystitis without cholelithiasis (UKBB)	OTH	408083	3316	411399	Trans-ethnic (CSA,EUR)	0.938284242171592	N
ph574_PanUKBB_PanUKBBR2_1	1661	0.191601342540129	PC10 (2e-03)	PanUKBB	2022	PanUKBBR2	ph574	Cholelithiasis and cholecystitis (UKBB)	OTH	418711	19667	438378	Trans-ethnic (CSA,EUR)	0.683143747656192	N
ph575.1_PanUKBB_PanUKBBR2_1	1661	0.526392537711368	PC9 (9e-02)	PanUKBB	2022	PanUKBBR2	ph575.1	Cholangitis (UKBB)	IMD	399542	711	400253	European (EUR)	0.738317268626583	N
ph575.2_PanUKBB_PanUKBBR2_1	1661	0.76044892548465	PC5 (1e-01)	PanUKBB	2022	PanUKBBR2	ph575.2	Obstruction of bile duct (UKBB)	OTH	399542	1038	400580	European (EUR)	0.925763909285661	N
ph575.6_PanUKBB_PanUKBBR2_1	1661	0.066191313539367	PC6 (7e-03)	PanUKBB	2022	PanUKBBR2	ph575.6	Cholesterolosis of gallbladder (UKBB)	OTH	399542	549	400091	European (EUR)	0.453430371834162	N
ph575.7_PanUKBB_PanUKBBR2_1	1661	0.917663231006877	PC10 (2e-01)	PanUKBB	2022	PanUKBBR2	ph575.7	Other disorders of gallbladder (UKBB)	OTH	399542	1729	401271	European (EUR)	0.966493017610913	N
ph575.8_PanUKBB_PanUKBBR2_1	1661	0.31642448177726	PC1 (9e-02)	PanUKBB	2022	PanUKBBR2	ph575.8	Other disorders of biliary tract (UKBB)	OTH	399542	2631	402173	European (EUR)	0.784423712517086	N
ph575.9_PanUKBB_PanUKBBR2_1	1661	0.490440814861542	PC13 (5e-02)	PanUKBB	2022	PanUKBBR2	ph575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract (UKBB)	OTH	399542	458	4e+05	European (EUR)	0.849209736743666	N
ph575_PanUKBB_PanUKBBR2_1	1661	0.446708626032744	PC1 (3e-02)	PanUKBB	2022	PanUKBBR2	ph575	Other biliary tract disease (UKBB)	OTH	408083	5189	413272	Trans-ethnic (CSA,EUR)	0.844851349199355	N
ph577.1_PanUKBB_PanUKBBR2_1	1661	0.195317521436415	PC10 (1e-02)	PanUKBB	2022	PanUKBBR2	ph577.1	Acute pancreatitis (UKBB)	OTH	425905	2458	428363	Trans-ethnic (CSA,EUR)	0.68827540344891	N
ph577.2_PanUKBB_PanUKBBR2_1	1661	0.718279367536188	PC3 (6e-02)	PanUKBB	2022	PanUKBBR2	ph577.2	Chronic pancreatitis (UKBB)	OTH	417106	607	417713	European (EUR)	0.916205237701715	N
ph577.3_PanUKBB_PanUKBBR2_1	1661	0.134739127570634	PC7 (5e-02)	PanUKBB	2022	PanUKBBR2	ph577.3	Cyst and pseudocyst of pancreas (UKBB)	OTH	417106	492	417598	European (EUR)	0.608978419098771	N
ph577_PanUKBB_PanUKBBR2_1	1661	0.0346033674021884	PC7 (2e-02)	PanUKBB	2022	PanUKBBR2	ph577	Diseases of pancreas (UKBB)	OTH	425905	3502	429407	Trans-ethnic (CSA,EUR)	0.321874572166069	N
ph578.1_PanUKBB_PanUKBBR2_1	1661	0.206924055988424	PC1 (2e-02)	PanUKBB	2022	PanUKBBR2	ph578.1	Hematemesis (UKBB)	OTH	398928	2378	401306	Trans-ethnic (CSA,EUR)	0.703565104444392	N
ph578.2_PanUKBB_PanUKBBR2_1	1661	0.00356284905826678	PC2 (4e-03)	PanUKBB	2022	PanUKBBR2	ph578.2	Blood in stool (UKBB)	OTH	398928	3248	402176	Trans-ethnic (CSA,EUR)	0.0908922381975614	N
ph578.8_PanUKBB_PanUKBBR2_1	1661	0.085122313690066	PC7 (2e-02)	PanUKBB	2022	PanUKBBR2	ph578.8	Hemorrhage of rectum and anus (UKBB)	OTH	409021	15316	424337	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.491057367418069	N
ph578.9_PanUKBB_PanUKBBR2_1	1661	0.467965009485823	PC2 (6e-02)	PanUKBB	2022	PanUKBBR2	ph578.9	Hemorrhage of gastrointestinal tract (UKBB)	OTH	407566	7853	415419	Trans-ethnic (AFR,CSA,EAS,EUR)	0.848313945493854	N
ph578_PanUKBB_PanUKBBR2_1	1661	0.0117107623008708	PC2 (6e-04)	PanUKBB	2022	PanUKBBR2	ph578	Gastrointestinal hemorrhage (UKBB)	OTH	409925	26348	436273	Trans-ethnic (AFR,AMR,CSA,EAS,EUR,MID)	0.163950672212191	N
ph579.2_PanUKBB_PanUKBBR2_1	1661	0.0588601754816833	PC2 (7e-03)	PanUKBB	2022	PanUKBBR2	ph579.2	Splenomegaly (UKBB)	OTH	390772	476	391248	European (EUR)	0.427667604132737	N
ph579.8_PanUKBB_PanUKBBR2_1	1661	0.161983303461375	PC4 (8e-03)	PanUKBB	2022	PanUKBBR2	ph579.8	Nonspecific abnormal findings in stool contents (UKBB)	OTH	405055	2476	407531	Trans-ethnic (AFR,CSA,EUR)	0.64242320024802	N
ph579_PanUKBB_PanUKBBR2_1	1661	0.944963789134034	PC9 (3e-01)	PanUKBB	2022	PanUKBBR2	ph579	Other symptoms involving abdomen and pelvis (UKBB)	OTH	390772	3458	394230	European (EUR)	0.975234396112245	N
ph580.12_PanUKBB_PanUKBBR2_1	1661	0.437956184063896	PC3 (5e-02)	PanUKBB	2022	PanUKBBR2	ph580.12	Non-proliferative glomerulonephritis (UKBB)	IMD	401927	157	402084	European (EUR)	0.664681999010734	N
ph580.14_PanUKBB_PanUKBBR2_1	1661	0.276509004443679	PC8 (8e-02)	PanUKBB	2022	PanUKBBR2	ph580.14	Chronic glomerulonephritis, NOS (UKBB)	IMD	401927	901	402828	European (EUR)	0.508635394029074	N
ph580.1_PanUKBB_PanUKBBR2_1	1661	0.402487425170212	PC9 (1e-01)	PanUKBB	2022	PanUKBBR2	ph580.1	Glomerulonephritis (UKBB)	IMD	401927	1083	403010	European (EUR)	0.63248023955319	N
ph580.2_PanUKBB_PanUKBBR2_1	1661	0.932960345416577	PC8 (2e-01)	PanUKBB	2022	PanUKBBR2	ph580.2	Nephrotic syndrome without mention of glomerulonephritis (UKBB)	OTH	410281	671	410952	Trans-ethnic (CSA,EUR)	0.971904243682605	N
ph580.31_PanUKBB_PanUKBBR2_1	1661	0.834116305536379	PC11 (1e-01)	PanUKBB	2022	PanUKBBR2	ph580.31	Nephritis and nephropathy in diseases classified elsewhere (UKBB)	OTH	401927	430	402357	European (EUR)	0.936070423311708	N
ph580.32_PanUKBB_PanUKBBR2_1	1661	0.0467818835974604	PC2 (7e-03)	PanUKBB	2022	PanUKBBR2	ph580.32	Nephritis and nephropathy with pathological lesion (UKBB)	OTH	401927	379	402306	European (EUR)	0.379525834321953	N
ph580.3_PanUKBB_PanUKBBR2_1	1661	0.723389752499179	PC8 (2e-01)	PanUKBB	2022	PanUKBBR2	ph580.3	Nephritis and nephropathy without mention of glomerulonephritis (UKBB)	OTH	410281	820	411101	Trans-ethnic (CSA,EUR)	0.916822539207958	N
ph580_PanUKBB_PanUKBBR2_1	1661	0.275614584716851	PC9 (2e-02)	PanUKBB	2022	PanUKBBR2	ph580	Nephritis; nephrosis; renal sclerosis (UKBB)	OTH	416492	1868	418360	Trans-ethnic (AFR,CSA,EUR)	0.759859376017376	N
ph585.1_PanUKBB_PanUKBBR2_1	1661	0.384838099614547	PC7 (7e-02)	PanUKBB	2022	PanUKBBR2	ph585.1	Acute renal failure (UKBB)	OTH	416492	8129	424621	Trans-ethnic (AFR,CSA,EUR)	0.815714359290842	N
ph585.2_PanUKBB_PanUKBBR2_1	1661	0.843074866898978	PC14 (8e-02)	PanUKBB	2022	PanUKBBR2	ph585.2	Renal failure NOS (UKBB)	OTH	410281	1735	412016	Trans-ethnic (CSA,EUR)	0.937839096124057	N
ph585.31_PanUKBB_PanUKBBR2_1	1661	0.624090341357366	PC8 (7e-02)	PanUKBB	2022	PanUKBBR2	ph585.31	Renal dialysis (UKBB)	OTH	401927	631	402558	European (EUR)	0.887392496414474	N
ph585.3_PanUKBB_PanUKBBR2_1	1661	0.0924828761280946	PC10 (4e-02)	PanUKBB	2022	PanUKBBR2	ph585.3	Chronic renal failure [CKD] (UKBB)	OTH	416492	7942	424434	Trans-ethnic (AFR,CSA,EUR)	0.51790410631733	N
ph585_PanUKBB_PanUKBBR2_1	1661	0.213145866130075	PC4 (5e-02)	PanUKBB	2022	PanUKBBR2	ph585	Renal failure (UKBB)	OTH	409659	14168	423827	Trans-ethnic (AFR,EUR,MID)	0.709861451415226	N
ph586.11_PanUKBB_PanUKBBR2_1	1661	0.26088282434097	PC9 (3e-02)	PanUKBB	2022	PanUKBBR2	ph586.11	Small kidney (UKBB)	OTH	401927	236	402163	European (EUR)	0.754122807437678	N
ph586.1_PanUKBB_PanUKBBR2_1	1661	0.446981407627638	PC7 (1e-01)	PanUKBB	2022	PanUKBBR2	ph586.1	Anatomical abnormatilies of kidney and ureters (UKBB)	OTH	401927	275	402202	European (EUR)	0.844851349199355	N
ph586.2_PanUKBB_PanUKBBR2_1	1661	0.0514876162456761	PC9 (1e-02)	PanUKBB	2022	PanUKBBR2	ph586.2	Cyst of kidney, acquired (UKBB)	OTH	401927	1740	403667	European (EUR)	0.396696533221719	N
ph586.3_PanUKBB_PanUKBBR2_1	1661	0.421103829011332	PC6 (8e-02)	PanUKBB	2022	PanUKBBR2	ph586.3	Vascular disorders of kidney/hypertrophy (UKBB)	OTH	401927	103	402030	European (EUR)	0.836379231323545	N
ph586.4_PanUKBB_PanUKBBR2_1	1661	0.853726346472452	PC10 (1e-01)	PanUKBB	2022	PanUKBBR2	ph586.4	Stricture/obstruction of ureter (UKBB)	OTH	401927	1145	403072	European (EUR)	0.938771882902658	N
ph586_PanUKBB_PanUKBBR2_1	1661	0.970254013813333	PC6 (2e-01)	PanUKBB	2022	PanUKBBR2	ph586	Other disorders of the kidney and ureters (UKBB)	OTH	416492	4546	421038	Trans-ethnic (AFR,CSA,EUR)	0.98050317593108	N
ph587_PanUKBB_PanUKBBR2_1	1661	0.293109082922251	PC10 (4e-02)	PanUKBB	2022	PanUKBBR2	ph587	Kidney replaced by transpant (UKBB)	OTH	401927	434	402361	European (EUR)	0.775473044574641	N
ph588_PanUKBB_PanUKBBR2_1	1661	0.499154626910404	PC13 (3e-02)	PanUKBB	2022	PanUKBBR2	ph588	Disorders resulting from impaired renal function (UKBB)	OTH	401927	120	402047	European (EUR)	0.851150748997487	N
ph589_PanUKBB_PanUKBBR2_1	1661	0.455326390234428	PC12 (2e-02)	PanUKBB	2022	PanUKBBR2	ph589	Abnormal results of function study of kidney (UKBB)	OTH	401927	155	402082	European (EUR)	0.847187513758709	N
ph590_PanUKBB_PanUKBBR2_1	1661	0.0421219470012986	PC8 (4e-03)	PanUKBB	2022	PanUKBBR2	ph590	Pyelonephritis (UKBB)	INF	394750	1808	396558	Trans-ethnic (CSA,EUR)	0.489968799893493	N
ph591_PanUKBB_PanUKBBR2_1	1661	0.930647352988381	PC11 (2e-01)	PanUKBB	2022	PanUKBBR2	ph591	Urinary tract infection (UKBB)	INF	404826	16370	421196	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.97671900412642	N
ph592.11_PanUKBB_PanUKBBR2_1	1661	0.466300990296929	PC14 (4e-02)	PanUKBB	2022	PanUKBBR2	ph592.11	Acute cystitis (UKBB)	INF	386584	164	386748	European (EUR)	0.857161291992889	N
ph592.12_PanUKBB_PanUKBBR2_1	1661	0.0494594020411855	PC5 (3e-03)	PanUKBB	2022	PanUKBBR2	ph592.12	Chronic cystitis (UKBB)	INF	386584	1057	387641	European (EUR)	0.489968799893493	N
ph592.13_PanUKBB_PanUKBBR2_1	1661	0.297652213583381	PC10 (4e-02)	PanUKBB	2022	PanUKBBR2	ph592.13	Chronic interstitial cystitis (UKBB)	INF	386584	303	386887	European (EUR)	0.834951458058846	N
ph592.1_PanUKBB_PanUKBBR2_1	1661	0.664075800547692	PC9 (1e-01)	PanUKBB	2022	PanUKBBR2	ph592.1	Cystitis (UKBB)	INF	400832	3676	404508	Trans-ethnic (AFR,CSA,EUR)	0.887409292418018	N
ph592.2_PanUKBB_PanUKBBR2_1	1661	0.913219293879907	PC6 (2e-01)	PanUKBB	2022	PanUKBBR2	ph592.2	Urethritis and urethral syndrome (UKBB)	INF	386584	200	386784	European (EUR)	0.97671900412642	N
ph592.3_PanUKBB_PanUKBBR2_1	1661	0.955661655801397	PC13 (2e-01)	PanUKBB	2022	PanUKBBR2	ph592.3	Urethral stricture due to infecton (UKBB)	INF	386584	99	386683	European (EUR)	0.983496461310176	N
ph592_PanUKBB_PanUKBBR2_1	1661	0.636468918233624	PC10 (1e-01)	PanUKBB	2022	PanUKBBR2	ph592	Cystitis and urethritis (UKBB)	INF	400832	3938	404770	Trans-ethnic (AFR,CSA,EUR)	0.875016590786723	N
ph593_PanUKBB_PanUKBBR2_1	1661	0.0282454604887961	PC3 (1e-03)	PanUKBB	2022	PanUKBBR2	ph593	Hematuria (UKBB)	OTH	404826	19082	423908	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.300226257980317	N
ph594.1_PanUKBB_PanUKBBR2_1	1661	0.852175772407483	PC4 (8e-02)	PanUKBB	2022	PanUKBBR2	ph594.1	Calculus of kidney (UKBB)	OTH	419846	3864	423710	Trans-ethnic (CSA,EUR)	0.938771882902658	N
ph594.2_PanUKBB_PanUKBBR2_1	1661	0.268493908385386	PC1 (8e-02)	PanUKBB	2022	PanUKBBR2	ph594.2	Calculus of lower urinary tract (UKBB)	OTH	411207	944	412151	European (EUR)	0.754122807437678	N
ph594.3_PanUKBB_PanUKBBR2_1	1661	0.636170753091561	PC8 (1e-01)	PanUKBB	2022	PanUKBBR2	ph594.3	Calculus of ureter (UKBB)	OTH	419846	2839	422685	Trans-ethnic (CSA,EUR)	0.887392496414474	N
ph594.8_PanUKBB_PanUKBBR2_1	1661	0.00320071419257818	PC8 (7e-03)	PanUKBB	2022	PanUKBBR2	ph594.8	Renal colic (UKBB)	OTH	419846	2250	422096	Trans-ethnic (CSA,EUR)	0.0854516254204593	N
ph594_PanUKBB_PanUKBBR2_1	1661	0.504227406755481	PC7 (5e-02)	PanUKBB	2022	PanUKBBR2	ph594	Urinary calculus (UKBB)	OTH	427906	7943	435849	Trans-ethnic (AFR,CSA,EUR,MID)	0.852349775750358	N
ph595_PanUKBB_PanUKBBR2_1	1661	0.44343344660081	PC10 (6e-02)	PanUKBB	2022	PanUKBBR2	ph595	Hydronephrosis (UKBB)	OTH	411207	2577	413784	European (EUR)	0.844851349199355	N
ph596.1_PanUKBB_PanUKBBR2_1	1661	0.774913850270401	PC3 (8e-02)	PanUKBB	2022	PanUKBBR2	ph596.1	Bladder neck obstruction (UKBB)	OTH	403310	2223	405533	European (EUR)	0.930446498370853	N
ph596.5_PanUKBB_PanUKBBR2_1	1661	0.647281255712863	PC11 (2e-02)	PanUKBB	2022	PanUKBBR2	ph596.5	Functional disorders of bladder (UKBB)	OTH	403310	1770	405080	European (EUR)	0.887884900981967	N
ph596_PanUKBB_PanUKBBR2_1	1661	0.89874566427123	PC1 (8e-02)	PanUKBB	2022	PanUKBBR2	ph596	Other disorders of bladder (UKBB)	OTH	419700	11997	431697	Trans-ethnic (AFR,CSA,EUR,MID)	0.960263443348821	N
ph597.1_PanUKBB_PanUKBBR2_1	1661	0.916629244833111	PC8 (2e-01)	PanUKBB	2022	PanUKBBR2	ph597.1	Urethral stricture (not specified as infectious) (UKBB)	OTH	418182	4117	422299	Trans-ethnic (AFR,CSA,EUR)	0.966290517050883	N
ph597.2_PanUKBB_PanUKBBR2_1	1661	0.485874522331588	PC7 (1e-02)	PanUKBB	2022	PanUKBBR2	ph597.2	Urinary complications NEC (UKBB)	OTH	403310	102	403412	European (EUR)	0.848986227757478	N
ph597_PanUKBB_PanUKBBR2_1	1661	0.922739293343358	PC11 (2e-01)	PanUKBB	2022	PanUKBBR2	ph597	Other disorders of urethra and urinary tract (UKBB)	OTH	418182	5451	423633	Trans-ethnic (AFR,CSA,EUR)	0.9681758746391	N
ph598.9_PanUKBB_PanUKBBR2_1	1661	0.598814279935118	PC13 (8e-02)	PanUKBB	2022	PanUKBBR2	ph598.9	Other nonspecific findings on examination of urine (UKBB)	OTH	416375	420	416795	European (EUR)	0.878544014906964	N
ph598_PanUKBB_PanUKBBR2_1	1661	0.784570344649252	PC12 (2e-01)	PanUKBB	2022	PanUKBBR2	ph598	Abnormal findings on examination of urine (UKBB)	OTH	431660	4383	436043	Trans-ethnic (AFR,CSA,EUR)	0.932231638093026	N
ph599.1_PanUKBB_PanUKBBR2_1	1661	0.478471890750737	PC4 (5e-02)	PanUKBB	2022	PanUKBBR2	ph599.1	Urinary obstruction (UKBB)	OTH	404192	3460	407652	Trans-ethnic (CSA,EUR)	0.848313945493854	N
ph599.2_PanUKBB_PanUKBBR2_1	1661	0.264693356999192	PC2 (5e-02)	PanUKBB	2022	PanUKBBR2	ph599.2	Retention of urine (UKBB)	OTH	410476	9617	420093	Trans-ethnic (AFR,CSA,EUR)	0.754122807437678	N
ph599.3_PanUKBB_PanUKBBR2_1	1661	0.592161375044114	PC3 (7e-02)	PanUKBB	2022	PanUKBBR2	ph599.3	Dysuria (UKBB)	OTH	404192	1483	405675	Trans-ethnic (CSA,EUR)	0.878379318892978	N
ph599.4_PanUKBB_PanUKBBR2_1	1661	0.0536895050671656	PC5 (3e-03)	PanUKBB	2022	PanUKBBR2	ph599.4	Urinary incontinence (UKBB)	OTH	410476	5092	415568	Trans-ethnic (AFR,CSA,EUR)	0.402911736257696	N
ph599.5_PanUKBB_PanUKBBR2_1	1661	0.494425871823541	PC5 (9e-02)	PanUKBB	2022	PanUKBBR2	ph599.5	Frequency of urination and polyuria (UKBB)	OTH	410476	4751	415227	Trans-ethnic (AFR,CSA,EUR)	0.851150748997487	N
ph599.6_PanUKBB_PanUKBBR2_1	1661	0.100439050048147	PC8 (3e-03)	PanUKBB	2022	PanUKBBR2	ph599.6	Oliguria and anuria (UKBB)	OTH	395845	141	395986	European (EUR)	0.538803875959219	N
ph599.9_PanUKBB_PanUKBBR2_1	1661	0.364442525713	PC11 (1e-02)	PanUKBB	2022	PanUKBBR2	ph599.9	Other abnormality of urination (UKBB)	OTH	395845	2089	397934	European (EUR)	0.815714359290842	N
ph599_PanUKBB_PanUKBBR2_1	1661	0.576076405424964	PC1 (2e-02)	PanUKBB	2022	PanUKBBR2	ph599	Other symptoms/disorders or the urinary system (UKBB)	OTH	414615	16137	430752	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.874416236760862	N
ph611.3_PanUKBB_PanUKBBR2_1	1661	0.700530153133234	PC4 (1e-01)	PanUKBB	2022	PanUKBBR2	ph611.3	Lump or mass in breast (UKBB)	OTH	412667	1639	414306	European (EUR)	0.912330374709464	N
ph611_PanUKBB_PanUKBBR2_1	1661	0.793784610530573	PC4 (2e-01)	PanUKBB	2022	PanUKBBR2	ph611	Abnormal findings on mammogram or breast exam (UKBB)	OTH	412667	1702	414369	European (EUR)	0.934316318217193	N
ph612.2_PanUKBB_PanUKBBR2_1	1661	0.615899939502914	PC14 (8e-02)	PanUKBB	2022	PanUKBBR2	ph612.2	Hypertrophy of breast (Gynecomastia) (UKBB)	OTH	412667	912	413579	European (EUR)	0.887392496414474	N
ph612_PanUKBB_PanUKBBR2_1	1661	0.733806872258248	PC14 (1e-01)	PanUKBB	2022	PanUKBBR2	ph612	Breast conditions, congenital or relating to hormones (UKBB)	OTH	412667	1007	413674	European (EUR)	0.916822539207958	N
ph613.1_PanUKBB_PanUKBBR2_1	1661	0.113448525087961	PC13 (2e-02)	PanUKBB	2022	PanUKBBR2	ph613.1	Inflammatory disease of breast (UKBB)	OTH	418289	802	419091	European (EUR)	0.56380479134623	N
ph613.7_PanUKBB_PanUKBBR2_1	1661	0.196050572236754	PC1 (7e-02)	PanUKBB	2022	PanUKBBR2	ph613.7	Other signs and symptoms in breast (UKBB)	OTH	418289	774	419063	European (EUR)	0.68827540344891	N
ph613.8_PanUKBB_PanUKBBR2_1	1661	0.176398403589884	PC12 (1e-02)	PanUKBB	2022	PanUKBBR2	ph613.8	Other specified disorders of breast (UKBB)	OTH	418289	379	418668	European (EUR)	0.663015129388143	N
ph613_PanUKBB_PanUKBBR2_1	1661	0.0287673243709363	PC13 (7e-03)	PanUKBB	2022	PanUKBBR2	ph613	Other nonmalignant breast conditions (UKBB)	OTH	418289	2242	420531	European (EUR)	0.300226257980317	N
ph656_PanUKBB_PanUKBBR2_1	1661	0.068725509319812	PC4 (2e-02)	PanUKBB	2022	PanUKBBR2	ph656	Other perinatal conditions of fetus or newborn (UKBB)	OTH	420347	184	420531	European (EUR)	0.453430371834162	N
ph681.1_PanUKBB_PanUKBBR2_1	1661	0.0186019721067821	PC13 (2e-03)	PanUKBB	2022	PanUKBBR2	ph681.1	Cellulitis and abscess of fingers/toes (UKBB)	INF	406937	690	407627	European (EUR)	0.26290787244252	N
ph681.2_PanUKBB_PanUKBBR2_1	1661	0.399122738162731	PC12 (3e-02)	PanUKBB	2022	PanUKBBR2	ph681.2	Cellulitis and abscess of face/neck (UKBB)	INF	406937	439	407376	European (EUR)	0.857161291992889	N
ph681.3_PanUKBB_PanUKBBR2_1	1661	0.0226671280602717	PC5 (9e-03)	PanUKBB	2022	PanUKBBR2	ph681.3	Cellulitis and abscess of arm/hand (UKBB)	INF	421940	7055	428995	Trans-ethnic (AFR,CSA,EUR)	0.293504146402376	N
ph681.7_PanUKBB_PanUKBBR2_1	1661	0.70803334751305	PC4 (8e-02)	PanUKBB	2022	PanUKBBR2	ph681.7	Cellulitis and abscess of trunk (UKBB)	INF	406937	786	407723	European (EUR)	0.894894142244395	N
ph681_PanUKBB_PanUKBBR2_1	1661	0.0094940291824724	PC5 (5e-03)	PanUKBB	2022	PanUKBBR2	ph681	Superficial cellulitis and abscess (UKBB)	OTH	421940	9268	431208	Trans-ethnic (AFR,CSA,EUR)	0.155063095897865	N
ph686.1_PanUKBB_PanUKBBR2_1	1661	0.356319242525762	PC11 (3e-02)	PanUKBB	2022	PanUKBBR2	ph686.1	Carbuncle and furuncle (UKBB)	INF	421940	2913	424853	Trans-ethnic (AFR,CSA,EUR)	0.834951458058846	N
ph686.3_PanUKBB_PanUKBBR2_1	1661	0.516812307893047	PC3 (3e-02)	PanUKBB	2022	PanUKBBR2	ph686.3	Pilonidal cyst (UKBB)	OTH	406937	630	407567	European (EUR)	0.852349775750358	N
ph686.4_PanUKBB_PanUKBBR2_1	1661	0.515529741365495	PC5 (4e-02)	PanUKBB	2022	PanUKBBR2	ph686.4	Pyogenic granuloma (UKBB)	OTH	406937	419	407356	European (EUR)	0.852349775750358	N
ph686_PanUKBB_PanUKBBR2_1	1661	0.49990363618813	PC8 (4e-02)	PanUKBB	2022	PanUKBBR2	ph686	Other local infections of skin and subcutaneous tissue (UKBB)	INF	406937	1789	408726	European (EUR)	0.86046847925586	N
